Date,Symbols,Close,High,Low,Open,Volume
2020-06-16,PFE,32.74,33.289,32.073,32.926,53831248
2020-06-16,MRNA,64.34,66.6,62.6,66.31,16537847
2020-06-16,BNTX,49.9,51.5,49.09,51.0,901709
2020-06-15,AMZN,2572.68,2584.0,2508.0001,2526.6,3873335
2020-06-15,GOOGL,1420.74,1425.0,1387.1952,1389.49,1527652
2020-06-15,FB,232.5,233.77,224.8,225.09,15340264
2020-06-15,PFE,32.701,33.052,32.113,32.641999999999996,35083651
2020-06-15,MRNA,66.57,66.98,63.424,65.9,19339289
2020-06-15,BNTX,50.85,51.17,48.29,48.72,1091088
2020-06-12,AMZN,2545.02,2621.4766,2503.35,2601.21,5436127
2020-06-12,GOOGL,1412.92,1434.505,1385.8,1425.86,1833756
2020-06-12,FB,228.58,231.66,224.5,229.9,22091387
2020-06-12,PFE,33.083,33.431,32.391999999999996,33.406,36685523
2020-06-12,MRNA,62.0,63.63,60.29,62.355,14742913
2020-06-12,BNTX,48.58,49.44,47.01,49.37,859123
2020-06-11,AMZN,2557.96,2671.38,2536.23,2603.5,5800107
2020-06-11,GOOGL,1401.9,1451.6033,1398.41,1441.03,2357243
2020-06-11,FB,224.43,232.89,223.55,229.94,26708163
2020-06-11,PFE,32.641999999999996,34.975,32.623000000000005,34.896,61138487
2020-06-11,MRNA,60.2,66.6867,58.77,62.95,32085168
2020-06-11,BNTX,48.6,49.19,47.0701,49.0,1324844
2020-06-10,AMZN,2647.45,2722.35,2626.26,2645.0,4946031
2020-06-10,GOOGL,1464.7,1472.77,1454.355,1461.51,1588116
2020-06-10,FB,236.73,241.21,235.28,240.96,20720709
2020-06-10,PFE,35.21,35.73,35.181,35.641,28608158
2020-06-10,MRNA,60.07,60.72,58.6,58.8,11074361
2020-06-10,BNTX,47.41,47.998999999999995,46.55,47.8,913133
2020-06-09,AMZN,2600.86,2626.43,2525.0,2529.44,5175950
2020-06-09,GOOGL,1452.08,1467.8,1442.36,1445.24,1681155
2020-06-09,FB,238.67,239.77,230.41,231.52,27462872
2020-06-09,PFE,35.495,35.935,35.455,35.779,20979153
2020-06-09,MRNA,58.23,59.405,57.73,58.55,7600166
2020-06-09,BNTX,47.79,48.1,46.87,47.8,970354
2020-06-08,AMZN,2524.06,2530.0,2487.335,2500.2,3970654
2020-06-08,GOOGL,1448.04,1449.0,1424.48,1426.28,1693881
2020-06-08,FB,231.4,231.55,227.41,229.03,15466499
2020-06-08,PFE,35.867,35.876999999999995,34.975,35.092,29224689
2020-06-08,MRNA,59.1,59.38,56.72,58.3,11249314
2020-06-08,BNTX,48.78,49.24100000000001,47.42,49.22,1142624
2020-06-05,AMZN,2483.0,2488.645,2437.13,2444.51,3306445
2020-06-05,GOOGL,1440.02,1446.3,1407.6213,1415.64,2132350
2020-06-05,FB,230.77,231.35,225.3105,226.71,16750438
2020-06-05,PFE,35.279,35.769,35.171,35.524,35527166
2020-06-05,MRNA,58.19,59.19,56.63,58.49,14677935
2020-06-05,BNTX,49.18,50.23,48.5,49.8,769047
2020-06-04,AMZN,2460.6,2507.54,2450.01,2477.43,2948710
2020-06-04,GOOGL,1414.3,1441.32,1406.01,1436.78,1349105
2020-06-04,FB,226.29,231.63,224.61,229.56,17041481
2020-06-04,PFE,35.298,35.573,34.994,35.004,26146037
2020-06-04,MRNA,60.59,61.93,58.52,61.61,13503951
2020-06-04,BNTX,50.0,51.86,49.7,50.45,623630
2020-06-03,AMZN,2478.4,2488.0,2461.17,2468.01,2671024
2020-06-03,GOOGL,1439.25,1449.01,1431.62,1442.7,1386640
2020-06-03,FB,230.16,232.65,228.53,232.11,15380282
2020-06-03,PFE,35.445,35.691,34.838,35.573,37507779
2020-06-03,MRNA,59.89,63.37,57.1,57.51,20811530
2020-06-03,BNTX,51.16,52.23,49.54,51.85,1379875
2020-06-02,AMZN,2472.41,2473.53,2445.31,2467.0,2529903
2020-06-02,GOOGL,1442.31,1443.0,1421.61,1435.0,1172069
2020-06-02,FB,232.72,233.0,226.56,230.94,20919018
2020-06-02,PFE,35.445,35.445,34.554,34.828,41320143
2020-06-02,MRNA,59.87,59.95,55.3553,58.7,21701140
2020-06-02,BNTX,52.38,52.85,50.1,51.98,688618
2020-06-01,AMZN,2471.04,2476.93,2444.17,2448.0,2938032
2020-06-01,GOOGL,1434.87,1441.58,1422.28,1425.7,1259254
2020-06-01,FB,231.91,232.44,223.5,224.59,18223839
2020-06-01,PFE,34.76,35.024,34.22,34.798,74477566
2020-06-01,MRNA,62.18,63.9,60.51,62.76,21257477
2020-06-01,BNTX,52.3,53.21,49.54,50.0,1275816
